FB,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3BHO-08028-16000,3BHOBBY,3BR 08028,07-08 Series,V1,08028,16000,2,28,08,14.4,10.7,1,5.7,Tige,Non,3 Vis,6.6,2S,"7,4",30MM,30AWG,"59,2",,,6-8A,1.5 Inch,8,,,,,https://www.3bhobby.com/07/19.html,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxISEhUSEBASFhIWFxIREBMVEA8SEg8QFRUXFhUSFRUYHSggGBomHRMVITEtMSouLi46Fx8zOTMsNygtLisBCgoKDg0OGhAQGjIlHyAtLS0wLS0tNTYtMS0vLy0tLS0tLS03LS0tKy0tLS0vLSstKzctLSstLS0rLS0tLS0tK//AABEIAOEA4QMBIgACEQEDEQH/xAAcAAEAAgMBAQEAAAAAAAAAAAAABQYDBAcBAgj/xAA9EAACAgEBBQYDBQYFBQEAAAAAAQIDEQQFEiExQQYTIlFhcTKBkQcjQlKhFDNyscHRQ1OCkuGys8Lw8WL/xAAYAQEAAwEAAAAAAAAAAAAAAAAAAQIDBP/EACURAQACAgIBAwQDAAAAAAAAAAABAgMREiExBBNRQWGh4RQiMv/aAAwDAQACEQMRAD8A7iAAAAAAAAAAAAAAAAAAAAAAAADxyGQPQeJnoAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAx3SwsmQx3/AAsCs6rbyhPdbJzRatTSaZyDt3q9zUrD9S1djttbyUWyizoCZ9mCmeUZkWVegAkAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA0dr6lV1yb8mbxT+2+vxBwT4tY+oHHtvamV18rHyy8eyJzsfOW+sZx/NmjtPTqMOHN4ivmXnsTslKCbRWVl32VNuKySZq6WtLkbRMIkABKAAAAAAAAAAAAAAAAAAADV120K6VmyWM8lhtv2SNor/AGj2H38lPvrK+Ci9zcfJ54byeMgTtNqksrlwfrxSayvZo+yI0c3Cfik3vYUm3xcukn/L6eRLgAAAAAHxa8JnK+1uqcrms8jp2vs3YN+hx3aV29bOT82QmGvptG77YxXJcX7nVNjaBwikVnsJs7LdjXsdCrhgDyqJkAJQAAAAAAAAAAAAAAAAAAAAAB8zjlYPo8bxxfICNnBZxJf/AE+9RtWqmvfvsjBLhmT5+3myA1fbTSPUdzGeXhrvf8Pf6Qz9ePLoV37TNVGzT7tcl3izZW85TnGL8L902Wiv9oiWkV71KQ2v9pcEpLSV77jjMrE4xw3jKjzf6FY1fbnW2wb73c44ario81w4vL6Pqc27Nam6crJWSe78DXLxZzj5YJ9OW5YoY3nBuGeW/HxR/lj5nbipTW9OrFSut6ZNZ2rmn97rLc+Tusb+mT70Xaeb/dayzPkr55+mTlt1zlJyk+LeWfMWY/yO/HTP3+/DuOl7cauK3bZ97B8GpJKSXpJf1yaVz32p1PejKST/ADVtvlJf1Ofdn9ty3lVbLKfCEnzT6J+Zc9m6t1WRmuSa3k+Tj1TNfbplruvUr8KZI3Dt3ZfRd3TFY6ImzR2NfGymE4cpJPHk+q+TN44pjXUuOY1OgAEIAAAAAAAAAAAAAAAAAAAAAHxbYopyk0opNtt4SS5tnHu3/b3vVKFUnDTLg5cpXv8ApH06kh9pnarfk9JVPFcP38k/jkvwZ8l1/wCDh22dpd7Pg/BH4V5+pvWsUjlPn6OilOMcpe7R2rbZJOLcYppxS55XFNl42frHqNPGc297HiWOUl/T+5Rtm6OVmbJL7qPP/wDb5bq8+PMvWxe0Omjp1Rct2xOxwnub/CTzjhJfrlcDO0zPcq5Jjbeo7Pueiu1VT3O68WJRXdz/ADx3muEk+vFcUuHEgdm7RlvfeR3Wm30XGPNPHBozantXZ3UNGpy/Y5WYu8MIzmm1JxwsqPXHHnx6EdbW7HZHfjKcd+MVwiowracpNeTyoRXNufpxmt7RPUqxe0T1Kr7X0EarbIZ4xnJRWOG5zg/o0YdnUqUsSfpwhvfoWLtNsyc3C2GOMYwty1wnBYjL2cUl/p9UaewKYQsUbZKGfxzi3Wn6uPFZ8zPNE0tMNOEc9S0NpaDunmLyljLUXCUH0zB/zLtTPehGXnFP6rJVNq6zvrN2CWG+7is5zl4XHy5Fy0Olc5Qqh1xBe3n8ksnV6LcxO3RjrEWni679nu0M1wrb5wlKPvGXi/7i+hczlHZvU91q66lyhWk8fmtubx74rj9TqsJZRn6jXu218y5c+vctr5fQAMWIAAAAAAAAAAAAAAAAAABB9s9sfsmlnYvjf3dX8cuT+Sy/kThzD7Y9Y96inolO1+7xFf8Al9S+OvK0QvjrytEOSdpda4w3cvem3l54tdWyK2NsV24nZlV9Fydn9kTmr2dGyxTseYxXw9M55y9CN2t2g3XuU44cHLovRI6r1jlyt4ddtb3Ka1NWYOEUksYS5JJcit6fZFkpOVj3ccF4ll/R8jQr/adRJqCutkllqEZzcV54jyRrWd5HG85pPivE+JlfJS1t6Y3tW07mEtdp5xys5X15cuPzZMbC0VVce8nau8ecqTScfbPFlN32+r9eLPqqUfxP9GxXJSs7iqaWrE706DPX1L/Eh/uR86OenttjX3lEXNqO9LdxHzb8/bry6lDo02/yxhcXl44fRm7ds91zcJ0T3lwku8Tw8Zxwj6m0ZptPcNfdmfo/T2j7L7OnRCr9mqkoLEJqCVvHi5d5HDTb4vp9CMv7MaXZqnqYznKTi66YzcMQnLnLOFyWfkn5nK/s52tq6roqE516WP72E5Tsg10UFL4X7Y+fBEp257Vy1djpi/AluyWfhi+Lj/E+vpwK2pbHHLfU/lFq2pHPfUsvZjVzne7oJuTk70n0qqWVny8MM+7OwbF2hvSlXLmsY9Vuppv1w1k5f2Q2fbCpX8o3NVR4tN0Qtrd8vSLipL2hIlOz22pu3vJvxTam/n/7j5HFM7lyT26qDHRYpRUlyaTMhKoAAAAAAAAAAAAAAAAAABy77U9E5avTya8Dg0/9Mstfr+p1EgO2myHqKH3a+9hmUF+Zfih8/wCiNMduNolpitqz849sddJ3ypq64c8c3JrLXosYfzIrZ+yVKFlljxCtN8Px8cJp/l9SU2ls+x2WJvdcpSdjae++Pw+iWEsehh1Gy3JRStkt1Rjh8YtR5Jo2y4728Oi8Wnwja9sXVQlXVZKEJRcZRg91SXrjn1N9aRTrTl8LsjCXTHg8P6tG3DZ9UfFXUu8acWpzU6o5zmSWMtenr6HxoqLK3KO7B1S4SWWlYlyljjuyOamO0W/yi9bbifKp6mp1zcXwabX/ACYl6Fu1exlbJOdkuCx03seTl1+hljpqKFwUY+r4yfzfE3j08zPxCntTM/ZHdm9my31ObxutSjDm3JcVnyXUtdNPeTab4ttyfOTb4v5vJEabRz/ezl3FP+ZZwb/hhzbPLto+F16ZShB8J2yf393s/wAC/X2OqIx4Y3P7l0RwxR3+5SW1NqKvNOm+PlZPOVSvJPrP+Rl7Gdm5ay7u4y3Ko4d1r47u9wjFZfinJ8Evd9CK0WyLp02XVVSdNOO9s4KEMtJLLfF+JcFl8clw7LSVWkoulyhqbra61l2avV93XVRTCPVLM5SfTeSWXLhxZs1ss7ly5ctsltysO0r33Om01EWnfXp28Yssr0jphCySw8Ri95RXm42P8RD0ahT3bat1RjXV3sVhblknLeUV1jnj6byM2yNQ9n6eVtkZftkYxgrbFv7kvv6oaSK6KK08ZP3XkiM1+nt089yTi53xhbZFKDcZuTluRxndWXj1x5YMGbtPZi1y0tUn1T/6mShp7H0vdUVVvnGEYy/ixx/XJuFlQAAAAAAAAAAAAAAAAAAAfMpYNa3VYA559pnZyG936i8S4OUcKUZeTT4SXlnDXnhJHMrdK08RnCXkm+7k/wDTLB3vaso3Vyqn8Mlj2fRnB+0mknRbKEuj+TXRmtM9q9Nq5Zjpi/ZLulUn7Ov+549Nd/lKPrOyuK/RsiO9i+cY/wC1I9VUOaivojX+V9vy09+Pj8t+aj/iauC6btEHdL23uS+hhjrYVvOno8f+de+8s+UU8L6/I12jLs+MO9h3sLJwyt6FbSsmvyxbT4v2Kz6m0+OlZz2+nTXulKyalZKVk+UXLjjPSMVwXyRc9J9n1nc3Wam6Ndlde+tPFKy1SlhQVrT3a85WFxfXhhlmss0ul0UO809Wld12l+7lTbK9UQtjO5uU/vbGoxfHdjHLSWc5ejtLtc9ff+x6KVlcb7MzvtaTjXW3a+7phhRXgzl5lLCTa6c82me2M9zuWz2z2jp669Xs/T3WOxvTUafS107tFSVkZyrjhZsseG5Sf5oxX4iN2R2fWkh371Vat3LIztj4oaDduqhduzXx3bjsrW7x3p4XJyW/2f1sNBpYam2S7/Vw75SxG/WXq2WYbqbynjdfHEU5Zbsb3YwU9Gv3+soVOm067vTaTfk5TsxG5V2S3Zbzs32pN4lmTeEoPFR7dtCGpnetb3lUdy/UaKLioRjK23vFKSfGyTi1Fc8pJLkmpb7MNjS1eq/aLcuFLU5yf47vwRz1fDefsvMr9S1O1tVCuEem7Hnu00qTbnY/PMm3jCbeElwR3ns9savR0QoqXhj8Unzsm/inL1f9l0JhEpIAEoAAAAAAAAAAAAAAAADxs9Pi7kBpam8idTebOsmQ+otIS9s1BUe3OzFfV3kV44L/AHRJy+40Lb/MhLimqi4sx16prmWztZsNpuypZi+MornH1x5FKsWCyJS1dqZubP2ldp5OdFsq5uLg5xeJ7jabSlzj8K5ceBAUX4ZIV2ZAy3WynJynKUpPjKUpOUpPzcnxZn2dr50T7yppT3ZwUmk91Tg4Saz1xJ/U18HksRWZNJebeEBO6yWlrpqdF1stUpVzVi3moxjXXiD3ktxxmp7qW9wS48VjJo9Hq9p3tuTk8vM5Sk66IuTk4xy/DHLeIowdjdnV6uc295114y14VOT/AArryR1DYlUa1uQSiuSSWFgv7eq8paxjnhylO9iNmU6KHdVRzKWHZY147ZLz8kui6fVlwRFbM0aSUupKIoyl6AAgAAAAAAAAAAAAAAAAPi1cD7DAg9fWV/VZLlqtPkrm0dG/IhKvXEdqX5ElqqmiPuTISirpMgNp7Lps4yrWfzR4P9C0WwyaN2lyFlG1HZ+C+Gc19Gar2c443Z++UXS/QP3NG3Z7/KWg1Ck7SndCWIy8PRpLJ5odJZc1BtLznJttL0LLr9iymsJPPTga+g7N35XT5M1x8d/2WpFYntdOy1MNPBVVLhzk3znJ85MtegfFEHsPZUoRWct9Wy57F2W202uBf1GWLzHGNRDXPli8xxjUQtGzPgRIIwaevCwZzncsgACAAAAAAAAAAAAAAAAAAADXv0ykbAAruu2RnkiB1ex5LoX9xMU6E+gTtzK3ZsvI15bOl5fodNns+L6GJ7Lh5EJ25stlyfRn3HYc3+E6RHZ0V0M0NLFdAbc6p7NTfQk9J2Vl1LvGpIyKJJyQGi7Pxjz4k1RplFcEZsHoRt4kegBAAAAAAAAAAAAAAAAAAAAAAAAAAAAwAB5gYPQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAf/Z"
,,3BHO-0804-11900,3BHOBBY,3BR 0804,07-08 Series,V1,0804,11900,3.4,04,08,14.5,11.6,1.5,3,Tige,Oui,3 Vis,8,2S,"7,4",80MM,28AWG,"88,8",,,6-12A,1.9-2.5 Inch,12,,,,,https://www.3bhobby.com/07/20.html,https://gloimg.gbtcdn.com/images/pdm-provider-img/straight-product-img/20180808/T028162/T0281620003/source-img/141522-6912.jpg_500x500.jpg
,,3BHO-0804-7100,3BHOBBY,3BR 0804,07-08 Series,V1,0804,7100,3.4,04,08,14.5,11.6,1.5,3,Tige,Oui,3 Vis,8,2S,"7,4",80MM,28AWG,"88,8",,,6-12A,1.9-2.5 Inch,12,,,,,https://www.3bhobby.com/07/20.html,https://gloimg.gbtcdn.com/images/pdm-provider-img/straight-product-img/20180808/T028162/T0281620003/source-img/141522-6912.jpg_500x500.jpg
,,3BHO-0806-7500,3BHOBBY,3BR 0806,07-08 Series,V1,0806,7500,4.5,06,08,11.5,11.6,1.5,3,Tige,Oui,3 Vis,8,3S,"11,1",80MM,28AWG,"133,2",,,6-12A,1.9-3 Inch,12,,,,,https://www.3bhobby.com/07/21.html,https://ae01.alicdn.com/kf/HTB1vxUpGVuWBuNjSszbq6AS7FXa7/3BHOBBY-BBB-3B-R-Moteur-Brushless-0804-7100KV-11900KV-Soutien-2S-1S-6A-12A-ESC-pour.jpg_q50.jpg
,,3BHO-0806-6200,3BHOBBY,3BR 0806,07-08 Series,V1,0806,6200,4.5,06,08,11.5,11.6,1.5,3,Tige,Oui,3 Vis,8,3S,"11,1",80MM,28AWG,"133,2",,,6-12A,1.9-3 Inch,12,,,,,https://www.3bhobby.com/07/21.html,https://ae01.alicdn.com/kf/HTB1vxUpGVuWBuNjSszbq6AS7FXa7/3BHOBBY-BBB-3B-R-Moteur-Brushless-0804-7100KV-11900KV-Soutien-2S-1S-6A-12A-ESC-pour.jpg_q50.jpg
,,3BHO-1103-8500,3BHOBBY,3BR 1103,11-13 Series,V1,1103,8500,4,03,11,15.4,13.6,1.5,4.9,Tige,Oui,4 Vis,9,3S,"11,1",50MM,28AWG,111,,,10A,2 Inch,10,,,,,https://www.3bhobby.com/11/37.html,https://ae01.alicdn.com/kf/HTB1e9KXAv5TBuNjSspmq6yDRVXaV/3B-HOBBY-2407-Pro-1700KV-2100KV-2400KV-2600KV-Racing-moteur-Brushless-CW-pour-empattement-200-220.jpg
,,3BHO-1103-6000,3BHOBBY,3BR 1103,11-13 Series,V1,1103,6000,4,03,11,15.4,13.6,1.5,4.9,Tige,Oui,4 Vis,9,3S,"11,1",50MM,28AWG,111,,,10A,2 Inch,10,,,,,https://www.3bhobby.com/11/37.html,https://ae01.alicdn.com/kf/HTB1e9KXAv5TBuNjSspmq6yDRVXaV/3B-HOBBY-2407-Pro-1700KV-2100KV-2400KV-2600KV-Racing-moteur-Brushless-CW-pour-empattement-200-220.jpg
,,3BHO-1104-4500,3BHOBBY,3BR 1104,11-13 Series,V1,1104,4500,5,04,11,14.3,14.2,1.5,3,Tige,Oui,4 Vis,9,4S,"14,8",80MM,28AWG,"177,6",,,12A,2 Inch,12,,,,,https://www.3bhobby.com/11/39.html,https://www.3bhobby.com/Uploads/images/2020/09/17/5f6320c706e99.jpg
,,3BHO-1104-6500,3BHOBBY,3BR 1104,11-13 Series,V1,1104,6500,5,04,11,14.3,14.2,1.5,3,Tige,Oui,4 Vis,9,4S,"14,8",80MM,28AWG,"177,6",,,12A,2 Inch,12,,,,,https://www.3bhobby.com/11/39.html,https://www.3bhobby.com/Uploads/images/2020/09/17/5f6320c706e99.jpg
,,3BHO-1105-6500,3BHOBBY,3BR 1105,11-13 Series,V1,1105,6500,6,05,11,14.7,14.2,1.5,2,Tige,Oui,4 Vis,9,4S,"14,8",80MM,28AWG,"236,8",,,16A,2 Inch,16,,,,,https://www.3bhobby.com/11/22.html,https://ae01.alicdn.com/kf/HTB1EHsOrZuYBuNkSmRyq6AA3pXaR.jpg
,,3BHO-1105-5500,3BHOBBY,3BR 1105,11-13 Series,V1,1105,5500,6,05,11,14.7,14.2,1.5,2,Tige,Oui,4 Vis,9,4S,"14,8",80MM,28AWG,"236,8",,,16A,2 Inch,16,,,,,https://www.3bhobby.com/11/22.html,https://ae01.alicdn.com/kf/HTB1EHsOrZuYBuNkSmRyq6AA3pXaR.jpg
,,3BHO-1106-7500,3BHOBBY,3BR 1106,11-13 Series,V1,1106,7500,7,06,11,15.7,14.2,1.5,2,Tige,Oui,4 Vis,9,4S,"14,8",80MM,28AWG,"266,4",,,18A,2 Inch,18,,,,,https://www.3bhobby.com/11/23.html,https://gloimg.gbtcdn.com/images/pdm-provider-img/straight-product-img/20180813/T028162/T0281620007/source-img/164441-3900.jpg
,,3BHO-1106-6000,3BHOBBY,3BR 1106,11-13 Series,V1,1106,6000,7,06,11,15.7,14.2,1.5,2,Tige,Oui,4 Vis,9,4S,"14,8",80MM,28AWG,"266,4",,,18A,2 Inch,18,,,,,https://www.3bhobby.com/11/23.html,https://gloimg.gbtcdn.com/images/pdm-provider-img/straight-product-img/20180813/T028162/T0281620007/source-img/164441-3900.jpg
,,3BHO-1106-5500,3BHOBBY,3BR 1106,11-13 Series,V1,1106,5500,7,06,11,15.7,14.2,1.5,2,Tige,Oui,4 Vis,9,4S,"14,8",80MM,28AWG,"266,4",,,18A,2 Inch,18,,,,,https://www.3bhobby.com/11/23.html,https://gloimg.gbtcdn.com/images/pdm-provider-img/straight-product-img/20180813/T028162/T0281620007/source-img/164441-3900.jpg
,,3BHO-1202-8000,3BHOBBY,3BR 1202,11-13 Series,V1,1202,8000,4,02,12,14.4,15.7,1.5,4.9,Tige,Oui,4 Vis,9,3S,"11,1",50MM,28AWG,111,,,10A,2 Inch,10,,,,,https://www.3bhobby.com/11/40.html,https://www.3bhobby.com/Uploads/images/2020/09/21/5f685941212ed.jpg
,,3BHO-1202-5500,3BHOBBY,3BR 1202,11-13 Series,V1,1202,5500,4,02,12,14.4,15.7,1.5,4.9,Tige,Oui,4 Vis,9,3S,"11,1",50MM,28AWG,111,,,10A,2 Inch,10,,,,,https://www.3bhobby.com/11/40.html,https://www.3bhobby.com/Uploads/images/2020/09/21/5f685941212ed.jpg
,,3BHO-1203-8500,3BHOBBY,3BR 1203,11-13 Series,V1,1203,8500,4.8,03,12,15.4,15.3,1.5,4.9,Tige,Oui,4 Vis,9,3S,"11,1",50MM,28AWG,"133,2",,,12A,2 Inch,12,,,,,https://www.3bhobby.com/11/41.html,https://www.3bhobby.com/Uploads/images/2020/10/10/5f815ec073de3.jpg
,,3BHO-1203-6000,3BHOBBY,3BR 1203,11-13 Series,V1,1203,6000,4.8,03,12,15.4,15.3,1.5,4.9,Tige,Oui,4 Vis,9,3S,"11,1",50MM,28AWG,"133,2",,,12A,2 Inch,12,,,,,https://www.3bhobby.com/11/41.html,https://www.3bhobby.com/Uploads/images/2020/10/10/5f815ec073de3.jpg
,,3BHO-1204-7000,3BHOBBY,3BR 1204,11-13 Series,V1,1204,7000,5.8,04,12,14.3,15.3,1.5,3,Tige,Oui,4 Vis,9,4S,"14,8",80MM,28AWG,"177,6",,,12A,2 Inch,12,,,,,https://www.3bhobby.com/11/45.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9bcdb83804f.jpg
,,3BHO-1204-5500,3BHOBBY,3BR 1204,11-13 Series,V1,1204,5500,5.8,04,12,14.3,15.3,1.5,3,Tige,Oui,4 Vis,9,4S,"14,8",80MM,28AWG,"177,6",,,12A,2 Inch,12,,,,,https://www.3bhobby.com/11/45.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9bcdb83804f.jpg
,,3BHO-1205-5000,3BHOBBY,3BR 1205,11-13 Series,V1,1205,5000,7.2,05,12,14.7,15.3,1.5,2,Tige,Oui,4 Vis,9,4S,"14,8",80MM,28AWG,148,,,10A,2 Inch,10,,,,,https://www.3bhobby.com/11/42.html,https://www.3bhobby.com/Uploads/images/2020/10/15/5f87f6ef715f6.jpg
,,3BHO-1206-5000,3BHOBBY,3BR 1206,11-13 Series,V1,1206,5000,7.8,06,12,15.7,15.3,1.5,2,Tige,Oui,4 Vis,9,4S,"14,8",80MM,28AWG,"177,6",,,12A,2 Inch,12,,,,,https://www.3bhobby.com/11/46.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9bd3207850c.jpg
,,3BHO-1206-6500,3BHOBBY,3BR 1206,11-13 Series,V1,1206,6500,7.8,06,12,15.7,15.3,1.5,2,Tige,Oui,4 Vis,9,4S,"14,8",80MM,28AWG,"177,6",,,12A,2 Inch,12,,,,,https://www.3bhobby.com/11/46.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9bd3207850c.jpg
,,3BHO-1306-3600,3BHOBBY,3BR 1306,11-13 Series,V1,1306,3600,12,06,13,18.2,18,1.5,3.8,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"177,6",,,12A,3 Inch,12,,,,,https://www.3bhobby.com/11/47.html,https://www.3bhobby.com/Uploads/images/2020/10/29/5f9a5d65e3071.jpg
,,3BHO-1403-3600,3BHOBBY,3BR 1403,14-18 Series,V1,1403,3600,9.6,03,14,15.3,19,1.5,3,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"236,8",,,16A,3 Inch,16,,,,,https://www.3bhobby.com/14/48.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9bbdcb4bdbf.jpg
,,3BHO-1403-5000,3BHOBBY,3BR 1403,14-18 Series,V1,1403,5000,9.6,03,14,15.3,19,1.5,3,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"236,8",,,16A,3 Inch,16,,,,,https://www.3bhobby.com/14/48.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9bbdcb4bdbf.jpg
,,3BHO-1404-2750,3BHOBBY,3BR 1404,14-18 Series,V1,1404,2750,11,04,14,18,19,1.5,4,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"236,8",,,16A,3-4 Inch,16,,,,,https://www.3bhobby.com/14/49.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9b889bd081b.jpg
,,3BHO-1404-4350,3BHOBBY,3BR 1404,14-18 Series,V1,1404,4350,11,04,14,18,19,1.5,4,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"236,8",,,16A,3-4 Inch,16,,,,,https://www.3bhobby.com/14/49.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9b889bd081b.jpg
,,3BHO-1405-3250,3BHOBBY,3BR 1405,14-18 Series,V1,1405,3250,12,05,14,18.3,19,1.5,3.8,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"266,4",,,18A,3-4 Inch,18,,,,,https://www.3bhobby.com/14/50.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9b8977b5d02.jpg
,,3BHO-1405-4000,3BHOBBY,3BR 1405,14-18 Series,V1,1405,4000,12,05,14,18.3,19,1.5,3.8,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"266,4",,,18A,3-4 Inch,18,,,,,https://www.3bhobby.com/14/50.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9b8977b5d02.jpg
,,3BHO-1406-4000,3BHOBBY,3BR 1406,14-18 Series,V1,1406,4000,13.5,06,14,16.9,19,1.5,2,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,296,,,20A,3-4 Inch,20,,,,,https://www.3bhobby.com/14/51.html,https://www.3bhobby.com/Uploads/images/2020/10/29/5f9a8641ee053.jpg
,,3BHO-1406-3150,3BHOBBY,3BR 1406,14-18 Series,V1,1406,3150,13.5,06,14,16.9,19,1.5,2,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,296,,,20A,3-4 Inch,20,,,,,https://www.3bhobby.com/14/51.html,https://www.3bhobby.com/Uploads/images/2020/10/29/5f9a8641ee053.jpg
,,3BHO-1407-3000,3BHOBBY,3BR 1407,14-18 Series,V1,1407,3000,15.5,07,14,17.9,19,1.5,2,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,370,,,25A,3-4 Inch,25,,,,,https://www.3bhobby.com/14/52.html,https://www.3bhobby.com/Uploads/images/2020/10/29/5f9a76dcc6543.jpg
,,3BHO-1407-4000,3BHOBBY,3BR 1407,14-18 Series,V1,1407,4000,15.5,07,14,17.9,19,1.5,2,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,370,,,25A,3-4 Inch,25,,,,,https://www.3bhobby.com/14/52.html,https://www.3bhobby.com/Uploads/images/2020/10/29/5f9a76dcc6543.jpg
,,3BHO-1408-3000,3BHOBBY,3BR 1408,14-18 Series,V1,1408,3000,17,08,14,18.9,19,1.5,2,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,444,,,30A,3-4 Inch,30,,,,,https://www.3bhobby.com/14/24.html,https://www.3bhobby.com/Uploads/images/2020/10/29/5f9a3d99465a3.jpg
,,3BHO-1408-4000,3BHOBBY,3BR 1408,14-18 Series,V1,1408,4000,17,08,14,18.9,19,1.5,2,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,444,,,30A,3-4 Inch,30,,,,,https://www.3bhobby.com/14/24.html,https://www.3bhobby.com/Uploads/images/2020/10/29/5f9a3d99465a3.jpg
,,3BHO-1503-3900,3BHOBBY,3BR 1503,14-18 Series,V1,1503,3900,9,03,15,15.1,18.9,1.5,2.6,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"236,8",,,16A,3-4 Inch,16,,,,,https://www.3bhobby.com/14/53.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9bc938752ab.jpg
,,3BHO-1503-3000,3BHOBBY,3BR 1503,14-18 Series,V1,1503,3000,9,03,15,15.1,18.9,1.5,2.6,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"236,8",,,16A,3-4 Inch,16,,,,,https://www.3bhobby.com/14/53.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9bc938752ab.jpg
,,3BHO-1504-3950,3BHOBBY,3BR 1504,14-18 Series,V1,1504,3950,10.5,04,15,18,18.9,1.5,4,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"236,8",,,16A,3-4 Inch,16,,,,,https://www.3bhobby.com/14/55.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9bd8e790a6f.jpg
,,3BHO-1504-2950,3BHOBBY,3BR 1504,14-18 Series,V1,1504,2950,10.5,04,15,18,18.9,1.5,4,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"236,8",,,16A,3-4 Inch,16,,,,,https://www.3bhobby.com/14/55.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9bd8e790a6f.jpg
,,3BHO-1505-4120,3BHOBBY,3BR 1505,14-18 Series,V1,1505,4120,12,05,15,18.3,18.3,1.5,3.8,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"325,6",,,22A,3-4 Inch,22,,,,,https://www.3bhobby.com/14/56.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9be78b3dda6.jpg
,,3BHO-1505-3150,3BHOBBY,3BR 1505,14-18 Series,V1,1505,3150,12,05,15,18.3,18.3,1.5,3.8,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"325,6",,,22A,3-4 Inch,22,,,,,https://www.3bhobby.com/14/56.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9be78b3dda6.jpg
,ok,3BHO-1506-4350,3BHOBBY,3BR 1506,14-18 Series,V1,1506,4350,13.5,06,15,18.1,18.9,1.5,2.2,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"384,8",,,26A,3-4 Inch,26,,,,,https://www.3bhobby.com/14/57.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9be2232cc7b.jpg
,ok,3BHO-1506-3000,3BHOBBY,3BR 1506,14-18 Series,V1,1506,3000,13.5,06,15,18.1,18.9,1.5,2.2,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,"384,8",,,26A,3-4 Inch,26,,,,,https://www.3bhobby.com/14/57.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9be2232cc7b.jpg
,ok,3BHO-1507-4350,3BHOBBY,3BR 1506,14-18 Series,V1,1507,4350,15,07,15,18.9,18.9,1.5,2.2,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,444,,,30A,3-4 Inch,30,,,,,https://www.3bhobby.com/14/54.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9bd46fb2743.jpg
,,3BHO-1507-3250,3BHOBBY,3BR 1507,14-18 Series,V1,1507,3250,15,07,15,18.9,18.9,1.5,2.2,Tige,Oui,4 Vis,12,4S,"14,8",100MM,24AWG,444,,,30A,3-4 Inch,30,,,,,https://www.3bhobby.com/14/54.html,https://www.3bhobby.com/Uploads/images/2020/10/30/5f9bd46fb2743.jpg
